        2.0746400356        1.0617550611       -0.1100711301        2.3331460953
        0.7080608606        0.4309902787       -0.0106400996        0.8289849162
       -0.2444184721        0.7751963735       -0.0353877954        0.8135859370
       -0.6506414413        1.0213022232       -0.0527213514        1.2120941877
       -0.5917757750        0.6458099484       -0.0381360054        0.8767687678
       -0.5851161480       -0.2774872780       -0.0428116657        0.6489937901
       -0.1140439510       -0.8662484884       -0.0380395390        0.8745510578
        1.2027395964        0.0384535566       -0.1723701805        1.2160365582
        1.3224431276        0.4193980694       -0.1464757770        1.3950647116
        0.1594852656        0.2795181274       -0.0444330126        0.3248695433
        0.3221921921       -1.0218622684       -0.1402977109        1.0805989504
        0.6880390644       -0.4383292198       -0.1068222150        0.8227643967
        0.5575613976        0.0078073330       -0.1101970598        0.5684003830
       -0.7318758368       -0.0319544487       -0.1606808305        0.7499877810
       -0.9300216436       -0.8522079587       -0.2766784728        1.2914139032
        0.2974910140        0.1741271913       -0.1217991039        0.3655902147
       -0.3117309809       -0.2386811376       -0.1306903064        0.4137932360
        0.8266508579       -0.1832640469       -0.2619713247        0.8863218427
       -0.3463141918        0.6652634740       -0.3013489544        0.8082821965
       -2.2748720646       -1.1234852076       -0.9855689406        2.7218756676
        0.7354128361       -0.2318747193       -0.3098250926        0.8310171962
        0.3099868298        1.0208836794       -0.5483115911        1.1998846531
       -1.3171006441        0.6690797210       -0.7230637670        1.6450086832
       -0.7192781568       -0.2267875373       -0.3750097752        0.8422743082
        0.0490879267       -0.4142698646       -0.2113438994        0.4676487744
        0.8146003485       -0.6250646710       -0.5105556846        1.1467112303
        0.6318341494       -0.1992165595       -0.3294191658        0.7398774624
        0.2244653255        0.6605163813       -0.4496247470        0.8299572468
       -0.6230058074       -0.6798911691       -0.5500239730        1.0737385750
        0.3600770831       -0.8693026304       -0.5612143874        1.0955839157
        0.5388555527       -0.3432887495       -0.3810800612        0.7439317703
        3.2782282829        1.0336211920       -2.4067258835        4.1961269379
        0.2173161507        0.6108215451       -0.4745517075        0.8034479618
       -0.1459175944        0.3905158341       -0.2787788808        0.5015099645
       -0.6213613749        0.8005494475       -0.7075619698        1.2360320091
       -0.0352557972       -0.8074873686       -0.5659215450        0.9866843820
        0.2100829929       -0.9476215839       -0.6796111465        1.1849019527
        0.1951985359       -0.6190900803       -0.4545077384        0.7924343944
        0.2261380851       -0.5131985545       -0.3969317973        0.6870706081
        0.5338852406       -0.4892156124       -0.5070186257        0.8839871883
        2.1602962017        0.0943207219       -1.7497889996        2.7816429138
       -0.3447225392       -0.0025938675       -0.2739409506        0.4403225780
       -0.7541466951       -0.2960039973       -0.6973031163        1.0689187050
       -0.0729829594       -0.5543604493       -0.4524624646        0.7192803621
        0.2931059599       -0.7879070640       -0.7045106292        1.0968335867
        0.4394705296       -0.8442146778       -0.7701635361        1.2243303061
        0.2751651108        0.4637032449       -0.5063165426        0.7396573424
       -0.3419756889        2.5975627899       -2.4218132496        3.5678365231
       -1.5832268000       -0.3509927690       -1.4990108013        2.2083559036
       -0.5091772079       -1.6149028540       -1.5652008057        2.3058676720
        0.0521160290       -0.4031051397       -0.3739752471        0.5523289442
        0.1638939381       -0.7392769456       -0.6999529004        1.0311768055
        0.4198408723       -0.8065066934       -0.8404698968        1.2381877899
        0.2635917664       -0.4247653186       -0.4529135823        0.6745641828
        0.5794319510       -0.6558687091       -0.7871885896        1.1771028042
        0.6807259917        0.1511829644       -0.7426969409        1.0187457800
       -2.5129683018        1.9282681942       -3.3148930073        4.5849475861
       -0.2818062305        0.1055989265       -0.3334577084        0.4491769671
       -1.0075464249       -0.1326460689       -1.0635200739        1.4709928036
       -0.4094714820       -0.1177188382       -0.4550123513        0.6233465672
       -0.5511026382       -0.2282742411       -0.6242612004        0.8634381294
       -0.4350202382       -0.4747411013       -0.6738686562        0.9320519567
        0.4780023396        0.1507135332       -0.5897160172        0.7739288211
        0.0621308126        0.4719302356       -0.5600691438        0.7350209951
        1.8125694990        1.3908332586       -3.0057590008        3.7755017281
        0.3276938498        0.3002760410       -0.5847408772        0.7344868183
       -0.6379313469        0.4980147481       -1.0703365803        1.3419013023
       -0.3393545449       -0.3109611869       -0.6055485010        0.7606230378
       -0.3545673192       -0.4965155125       -0.7990105748        1.0053175688
        0.4500281811       -0.1418933123       -0.6207923293        0.7797706127
        0.6352900863        0.1408404410       -0.9530158639        1.1539795399
       -0.0296402909        0.3103356957       -0.4435055554        0.5421106815
       -0.4725054204        0.1957181692       -0.7490330338        0.9069826007
       -0.3906660974       -0.1457995623       -0.5924704075        0.7244989276
       -0.2960403264       -0.3230713010       -0.6417664886        0.7770966291
        0.3736987710       -0.2867491543       -0.6898657084        0.8353385329
        0.0543416925        0.4127660990       -0.6763750911        0.7942368388
       -0.2846249640       -0.3106136024       -0.6844500899        0.8037189841
        0.2720354795       -0.2492745221       -0.5994414687        0.7038971782
        0.8350194097       -0.3158535659       -1.4337202311        1.6889566183
        1.4663796425       -0.1930525750       -2.4028685093        2.8215804100
        0.4885511696        0.0213305727       -0.8781260252        1.0051082373
        0.4874568284        0.0641749203       -0.8828781247        1.0105475187
        0.3669120371        0.1156869233       -0.6908370256        0.7907361984
        0.3698580265        0.5805609226       -1.2360944748        1.4148411751
        0.1114771515        0.3535602391       -0.6656979918        0.7619618773
       -0.0461360738        1.0566886663       -1.8993014097        2.1739516258
       -0.1269249171        0.4025543332       -0.7579458952        0.8675493598
       -0.4425129890        0.1395238638       -0.8331816792        0.9536646605
       -0.3752684593        0.0494050123       -0.6796833873        0.7779696584
       -0.2690614462       -0.2936290205       -0.7151569128        0.8185728788
        0.1598456800       -0.5085898638       -0.9627162218        1.1004818678
        0.5609365702       -0.7715345025       -1.6588550806        1.9135609865
        0.2334376872       -0.2547524869       -0.6204700470        0.7101936936
        0.5011560917       -0.2047096491       -0.9849536419        1.1239204407
        0.4338220358       -0.0353722163       -0.7725049257        0.8866885304
        0.0858680755       -0.3665461540       -0.7454442978        0.8351147175
        0.0968055129       -0.3327727318       -0.6951546073        0.7767553926
       -0.3653047085       -0.0809861049       -0.8165752292        0.8982212543
       -0.2679603994       -0.2455404550       -0.7931621075        0.8724672794
        0.3769792318       -0.2369816452       -1.0003174543        1.0949468613
        0.3034379780        0.1933113337       -0.8634032607        0.9353657365
       -0.2300204933        0.4785473347       -1.3425849676        1.4437628984
       -0.3420980573        0.1078631207       -0.8608034253        0.9325492382
        0.2341193259       -0.2554963529       -0.8316234350        0.9009371996
        0.3130574226        0.0136683835       -0.8258205056        0.8832730651
       -0.2377991378        0.2595122457       -0.9276308417        0.9921663404
